miRNA,Gene
hsa-miR-449c-5p,IGF1R
hsa-miR-484,IGF1R
hsa-miR-492,IGF1R
hsa-miR-494-3p,IGF1R
hsa-miR-5001-3p,IGF1R
hsa-miR-502-5p,IGF1R
hsa-miR-503-5p,IGF1R
hsa-miR-518c-5p,IGF1R
hsa-miR-520a-5p,IGF1R
hsa-miR-520d-3p,IGF1R
hsa-miR-520e,IGF1R
hsa-miR-522-3p,IGF1R
hsa-miR-544a,IGF1R
hsa-miR-548ah-5p,IGF1R
hsa-miR-548h-3p,IGF1R
hsa-miR-548n,IGF1R
hsa-miR-548q,IGF1R
hsa-miR-548z,IGF1R
hsa-miR-570-3p,IGF1R
hsa-miR-592,IGF1R
hsa-miR-597-5p,IGF1R
hsa-miR-603,IGF1R
hsa-miR-92a-3p,IGF1R
hsa-miR-940,IGF1R
hsa-miR-98-5p,IGF1R
hsa-miR-197-3p,IL1R1
hsa-miR-26b-5p,IL1R2
hsa-miR-155-5p,INADL
hsa-miR-15b-5p,INADL
hsa-miR-490-3p,INADL
hsa-miR-940,INADL
hsa-miR-324-3p,IQGAP1
hsa-miR-376a-3p,IQGAP1
hsa-miR-544a,IQGAP1
hsa-miR-92a-3p,IQGAP1
hsa-miR-105-5p,IRS1
hsa-miR-145-5p,IRS1
hsa-miR-152-3p,IRS1
hsa-miR-200b-3p,IRS1
hsa-miR-329-3p,IRS1
hsa-miR-603,IRS1
hsa-miR-3065-5p,ITGA1
hsa-miR-574-5p,ITGA1
hsa-miR-576-5p,ITGA1
hsa-let-7a-5p,ITGA3
hsa-let-7b-5p,ITGA3
hsa-let-7c-5p,ITGA3
hsa-let-7d-5p,ITGA3
hsa-let-7e-5p,ITGA3
hsa-let-7f-5p,ITGA3
hsa-let-7g-5p,ITGA3
hsa-let-7i-5p,ITGA3
hsa-miR-1225-3p,ITGA3
hsa-miR-1233-3p,ITGA3
hsa-miR-26b-5p,ITGA3
hsa-miR-300,ITGA3
hsa-miR-30c-1-3p,ITGA3
hsa-miR-381-3p,ITGA3
hsa-miR-520d-5p,ITGA3
hsa-miR-98-5p,ITGA3
hsa-miR-30c-5p,ITGA4
hsa-miR-148b-3p,ITGA5
hsa-miR-152-3p,ITGA5
hsa-miR-30a-3p,ITGA5
hsa-miR-31-5p,ITGA5
hsa-miR-484,ITGA5
hsa-miR-92a-3p,ITGA5
hsa-miR-98-5p,ITGA5
hsa-miR-15b-5p,ITGA6
hsa-miR-29a-3p,ITGA6
hsa-miR-29b-3p,ITGA6
hsa-miR-29c-3p,ITGA6
hsa-miR-30a-5p,ITGA6
hsa-miR-34a-5p,ITGA6
hsa-miR-142-3p,ITGAV
hsa-miR-218-5p,ITGAV
hsa-miR-106a-5p,ITGB1
hsa-miR-106b-5p,ITGB1
hsa-miR-134-5p,ITGB1
hsa-miR-17-5p,ITGB1
hsa-miR-186-5p,ITGB1
hsa-miR-20a-5p,ITGB1
hsa-miR-20b-5p,ITGB1
hsa-miR-218-5p,ITGB1
hsa-miR-25-3p,ITGB1
hsa-miR-29b-3p,ITGB1
hsa-miR-455-3p,ITGB1
hsa-miR-519d-3p,ITGB1
hsa-miR-548ah-5p,ITGB1
hsa-miR-548n,ITGB1
hsa-miR-93-5p,ITGB1
hsa-miR-155-5p,ITGB4
hsa-miR-16-5p,ITGB4
hsa-miR-30a-5p,ITGB4
hsa-let-7b-5p,ITGB5
hsa-miR-155-5p,ITGB5
hsa-miR-26b-5p,JAM2
hsa-miR-455-3p,JAM2
hsa-miR-149-5p,JUN
hsa-miR-155-5p,JUN
hsa-miR-15a-5p,JUN
hsa-miR-16-5p,JUN
hsa-miR-200b-3p,JUN
hsa-miR-26b-5p,JUN
hsa-miR-29c-3p,JUN
hsa-miR-30a-5p,JUN
hsa-miR-93-5p,JUN
hsa-let-7a-5p,KRAS
hsa-let-7g-5p,KRAS
hsa-miR-134-5p,KRAS
hsa-miR-143-3p,KRAS
hsa-miR-152-3p,KRAS
hsa-miR-155-5p,KRAS
hsa-miR-16-5p,KRAS
hsa-miR-181a-5p,KRAS
hsa-miR-193a-3p,KRAS
hsa-miR-200b-3p,KRAS
hsa-miR-216b-5p,KRAS
hsa-miR-217,KRAS
hsa-miR-27a-3p,KRAS
hsa-miR-30a-3p,KRAS
hsa-miR-3606-3p,KRAS
hsa-miR-365a-3p,KRAS
hsa-miR-433-3p,KRAS
hsa-miR-487b-3p,KRAS
hsa-miR-513a-3p,KRAS
hsa-miR-548ah-3p,KRAS
hsa-miR-548j-3p,KRAS
hsa-miR-877-5p,KRAS
hsa-miR-218-5p,LEF1
hsa-miR-34a-5p,LEF1
hsa-miR-34c-3p,LEF1
hsa-miR-3202,LLGL2
hsa-miR-5196-5p,LLGL2
hsa-miR-548ah-3p,LLGL2
hsa-miR-548h-3p,LLGL2
hsa-miR-548j-3p,LLGL2
hsa-miR-548z,LLGL2
hsa-miR-26b-5p,LYZ
hsa-miR-3613-3p,LYZ
hsa-miR-371b-5p,LYZ
hsa-miR-508-5p,LYZ
hsa-miR-766-3p,LYZ
hsa-miR-873-3p,LYZ
hsa-miR-24-3p,MAGI1
hsa-miR-324-3p,MAGI1
hsa-miR-34a-5p,MAGI1
hsa-miR-363-5p,MAGI3
hsa-miR-508-5p,MAGI3
hsa-miR-612,MAGI3
hsa-miR-766-3p,MAGI3
hsa-miR-128-3p,MAP2K1
hsa-miR-181a-5p,MAP2K1
hsa-miR-181b-5p,MAP2K1
hsa-miR-30c-5p,MAP2K1
hsa-miR-34a-5p,MAP2K1
hsa-miR-424-5p,MAP2K1
hsa-miR-448,MAP2K1
hsa-miR-494-3p,MAP2K1
hsa-miR-548a-5p,MAP2K1
hsa-miR-548am-5p,MAP2K1
hsa-miR-548ar-5p,MAP2K1
hsa-miR-548c-5p,MAP2K1
hsa-miR-548i,MAP2K1
hsa-miR-548j-5p,MAP2K1
hsa-miR-548o-5p,MAP2K1
hsa-miR-103a-3p,MAP3K7
hsa-miR-107,MAP3K7
hsa-miR-10a-5p,MAP3K7
hsa-miR-1226-5p,MAP3K7
hsa-miR-143-3p,MAP3K7
hsa-miR-15a-5p,MAP3K7
hsa-miR-15b-5p,MAP3K7
hsa-miR-16-5p,MAP3K7
hsa-miR-2682-5p,MAP3K7
hsa-miR-34a-5p,MAP3K7
hsa-miR-424-5p,MAP3K7
hsa-miR-449c-5p,MAP3K7
hsa-miR-503-5p,MAP3K7
hsa-miR-579-3p,MAP3K7
hsa-miR-940,MAP3K7
hsa-let-7b-5p,MAPK1
hsa-miR-106a-5p,MAPK1
hsa-miR-106b-5p,MAPK1
hsa-miR-1200,MAPK1
hsa-miR-122-5p,MAPK1
hsa-miR-1268a,MAPK1
hsa-miR-130a-3p,MAPK1
hsa-miR-132-3p,MAPK1
hsa-miR-143-3p,MAPK1
hsa-miR-15b-5p,MAPK1
hsa-miR-17-5p,MAPK1
hsa-miR-181a-5p,MAPK1
hsa-miR-199a-3p,MAPK1
hsa-miR-19a-3p,MAPK1
hsa-miR-19b-3p,MAPK1
hsa-miR-20a-5p,MAPK1
hsa-miR-20b-5p,MAPK1
hsa-miR-214-3p,MAPK1
hsa-miR-216b-5p,MAPK1
hsa-miR-28-5p,MAPK1
hsa-miR-301a-3p,MAPK1
hsa-miR-30a-5p,MAPK1
hsa-miR-3150b-3p,MAPK1
hsa-miR-454-3p,MAPK1
hsa-miR-487a-3p,MAPK1
hsa-miR-494-3p,MAPK1
hsa-miR-498,MAPK1
hsa-miR-499a-3p,MAPK1
hsa-miR-499b-3p,MAPK1
hsa-miR-519a-3p,MAPK1
hsa-miR-519d-3p,MAPK1
hsa-miR-548ah-5p,MAPK1
hsa-miR-585-3p,MAPK1
hsa-miR-766-3p,MAPK1
hsa-miR-92b-3p,MAPK1
hsa-miR-93-5p,MAPK1
hsa-miR-208a-3p,MAPK10
hsa-miR-221-3p,MAPK10
hsa-miR-4455,MAPK10
hsa-miR-574-5p,MAPK10
hsa-miR-608,MAPK10
hsa-miR-34a-5p,MAPK3
hsa-miR-423-3p,MAPK3
hsa-miR-143-3p,MAPK7
hsa-miR-200b-3p,MAPK7
hsa-miR-374a-5p,MAPK7
hsa-miR-374b-5p,MAPK7
hsa-miR-10a-5p,MAPK8
hsa-miR-125a-5p,MAPK8
hsa-miR-193a-3p,MAPK8
hsa-miR-199a-3p,MAPK8
hsa-miR-214-3p,MAPK8
hsa-miR-30a-5p,MAPK8
hsa-miR-30b-5p,MAPK8
hsa-miR-30c-5p,MAPK8
hsa-miR-30d-5p,MAPK8
hsa-miR-30e-5p,MAPK8
hsa-miR-3613-3p,MAPK8
hsa-miR-371b-5p,MAPK8
hsa-miR-433-3p,MAPK8
hsa-miR-877-5p,MAPK8
hsa-miR-888-5p,MAPK8
hsa-miR-92a-3p,MAPK8
hsa-miR-106a-5p,MAPK9
hsa-miR-106b-5p,MAPK9
hsa-miR-141-3p,MAPK9
hsa-miR-17-5p,MAPK9
hsa-miR-199a-3p,MAPK9
hsa-miR-20a-5p,MAPK9
hsa-miR-20b-5p,MAPK9
hsa-miR-27b-3p,MAPK9
hsa-miR-92a-3p,MAPK9
hsa-miR-93-5p,MAPK9
hsa-miR-1303,MET
hsa-miR-130a-3p,MET
hsa-miR-199a-3p,MET
hsa-miR-218-5p,MET
hsa-miR-23b-3p,MET
hsa-miR-27a-3p,MET
hsa-miR-30a-5p,MET
hsa-miR-31-5p,MET
hsa-miR-34a-5p,MET
hsa-miR-409-3p,MET
hsa-miR-410-3p,MET
hsa-miR-15b-5p,MLLT4
hsa-miR-92a-3p,MLLT4
hsa-miR-155-5p,MPP5
hsa-miR-181a-5p,MPP5
hsa-miR-181b-5p,MPP5
hsa-miR-181d-5p,MPP5
hsa-miR-21-5p,MPP5
hsa-miR-302b-3p,MPP5
hsa-miR-302d-3p,MPP5
hsa-miR-372-3p,MPP5
hsa-miR-374a-5p,MPP5
hsa-miR-374b-5p,MPP5
hsa-miR-519a-3p,MPP5
hsa-miR-520d-3p,MPP5
hsa-miR-520e,MPP5
hsa-miR-548a-3p,MPP5
hsa-miR-548e-3p,MPP5
hsa-miR-185-5p,MRAS
hsa-let-7a-5p,MYC
hsa-let-7b-5p,MYC
hsa-let-7c-5p,MYC
hsa-let-7d-5p,MYC
hsa-let-7e-5p,MYC
hsa-let-7f-5p,MYC
hsa-let-7g-5p,MYC
hsa-let-7i-5p,MYC
hsa-miR-106b-5p,MYC
hsa-miR-125a-3p,MYC
hsa-miR-125a-5p,MYC
hsa-miR-1304-5p,MYC
hsa-miR-145-5p,MYC
hsa-miR-155-5p,MYC
hsa-miR-16-5p,MYC
hsa-miR-17-5p,MYC
hsa-miR-184,MYC
hsa-miR-186-5p,MYC
hsa-miR-19a-3p,MYC
hsa-miR-20a-5p,MYC
hsa-miR-21-5p,MYC
hsa-miR-222-3p,MYC
hsa-miR-23a-3p,MYC
hsa-miR-24-3p,MYC
hsa-miR-25-3p,MYC
hsa-miR-2682-5p,MYC
hsa-miR-26a-5p,MYC
hsa-miR-302a-5p,MYC
hsa-miR-30a-3p,MYC
hsa-miR-30c-5p,MYC
hsa-miR-30d-5p,MYC
hsa-miR-323a-3p,MYC
hsa-miR-324-3p,MYC
hsa-miR-34a-5p,MYC
hsa-miR-423-5p,MYC
hsa-miR-449c-5p,MYC
hsa-miR-455-3p,MYC
hsa-miR-487b-3p,MYC
hsa-miR-494-3p,MYC
hsa-miR-92a-3p,MYC
hsa-miR-92b-3p,MYC
hsa-miR-93-5p,MYC
hsa-miR-940,MYC
hsa-miR-98-5p,MYC
hsa-miR-197-3p,MYH10
hsa-miR-23a-3p,MYH10
hsa-miR-26a-5p,MYH10
hsa-miR-505-3p,MYH10
hsa-miR-92b-3p,MYH10
hsa-miR-122-5p,MYH11
hsa-miR-130a-3p,MYH11
hsa-miR-301a-3p,MYH11
hsa-miR-30c-1-3p,MYH11
hsa-miR-4488,MYH11
hsa-miR-454-3p,MYH11
hsa-miR-185-5p,MYH14
hsa-miR-5196-5p,MYH14
hsa-let-7f-5p,MYH9
hsa-miR-106a-5p,MYH9
hsa-miR-106b-5p,MYH9
hsa-miR-149-5p,MYH9
hsa-miR-17-5p,MYH9
hsa-miR-20a-5p,MYH9
hsa-miR-20b-5p,MYH9
hsa-miR-24-3p,MYH9
hsa-miR-302b-3p,MYH9
hsa-miR-302d-3p,MYH9
hsa-miR-30c-1-3p,MYH9
hsa-miR-324-3p,MYH9
hsa-miR-331-3p,MYH9
hsa-miR-372-3p,MYH9
hsa-miR-484,MYH9
hsa-miR-490-3p,MYH9
hsa-miR-5196-5p,MYH9
hsa-miR-519d-3p,MYH9
hsa-miR-520d-3p,MYH9
hsa-miR-520e,MYH9
hsa-miR-520h,MYH9
hsa-miR-92a-3p,MYH9
hsa-miR-93-5p,MYH9
hsa-miR-940,MYH9
hsa-miR-9-5p,MYH9
hsa-miR-154-5p,MYL12A
hsa-miR-1253,MYL12B
hsa-miR-411-3p,MYL12B
hsa-miR-582-3p,MYL12B
hsa-miR-1915-3p,MYL9
hsa-miR-3151-3p,MYL9
hsa-miR-3179,MYL9
hsa-miR-146a-5p,MYLK
hsa-miR-155-5p,MYLK
hsa-miR-490-5p,MYLK
hsa-miR-587,MYLK
hsa-miR-9-5p,MYLK
hsa-miR-1253,NLK
hsa-miR-181a-5p,NLK
hsa-miR-181b-5p,NLK
hsa-miR-199b-5p,NLK
hsa-miR-23a-3p,NLK
hsa-miR-27a-3p,NLK
hsa-miR-27b-3p,NLK
hsa-miR-574-5p,NLK
hsa-miR-579-3p,NLK
hsa-miR-92b-3p,NLK
hsa-miR-944,NLK
hsa-let-7a-5p,NRAS
hsa-let-7b-5p,NRAS
hsa-let-7c-5p,NRAS
hsa-miR-1193,NRAS
hsa-miR-1303,NRAS
hsa-miR-145-5p,NRAS
hsa-miR-148b-3p,NRAS
hsa-miR-20a-5p,NRAS
hsa-miR-2113,NRAS
hsa-miR-214-3p,NRAS
hsa-miR-218-5p,NRAS
hsa-miR-219b-3p,NRAS
hsa-miR-25-3p,NRAS
hsa-miR-27a-3p,NRAS
hsa-miR-27b-3p,NRAS
hsa-miR-3613-3p,NRAS
hsa-miR-363-3p,NRAS
hsa-miR-518d-5p,NRAS
hsa-miR-518e-5p,NRAS
hsa-miR-519a-5p,NRAS
hsa-miR-519b-5p,NRAS
hsa-miR-519c-5p,NRAS
hsa-miR-520c-5p,NRAS
hsa-miR-522-5p,NRAS
hsa-miR-523-5p,NRAS
hsa-miR-526a,NRAS
hsa-miR-543,NRAS
hsa-miR-92a-3p,NRAS
hsa-miR-92b-3p,NRAS
hsa-miR-944,NRAS
hsa-miR-98-5p,NRAS
hsa-let-7b-5p,OCLN
hsa-let-7e-5p,OCLN
hsa-miR-132-3p,OCLN
hsa-miR-216b-3p,OCLN
hsa-miR-299-3p,OCLN
hsa-miR-329-3p,OCLN
hsa-miR-548ah-5p,OCLN
hsa-miR-603,OCLN
hsa-let-7a-5p,PAK1
hsa-let-7b-5p,PAK1
hsa-miR-122-5p,PAK1
hsa-miR-221-3p,PAK1
hsa-miR-26b-5p,PAK1
hsa-miR-377-3p,PAK1
hsa-miR-423-5p,PAK1
hsa-miR-520d-5p,PAK1
hsa-miR-1253,PAK2
hsa-miR-155-5p,PAK2
hsa-miR-15a-5p,PAK2
hsa-miR-15b-5p,PAK2
hsa-miR-16-5p,PAK2
hsa-miR-200b-3p,PAK2
hsa-miR-218-5p,PAK2
hsa-miR-219b-3p,PAK2
hsa-miR-27a-3p,PAK2
hsa-miR-27b-3p,PAK2
hsa-miR-302b-3p,PAK2
hsa-miR-302d-3p,PAK2
hsa-miR-372-3p,PAK2
hsa-miR-424-5p,PAK2
hsa-miR-519a-3p,PAK2
hsa-miR-520d-3p,PAK2
hsa-miR-520e,PAK2
hsa-miR-944,PAK2
hsa-let-7c-5p,PAK4
hsa-miR-145-5p,PAK4
hsa-miR-24-3p,PAK4
hsa-miR-324-5p,PAK4
hsa-miR-3613-3p,PAK4
hsa-miR-371b-5p,PAK4
hsa-miR-579-3p,PAK4
hsa-miR-612,PAK4
hsa-miR-106a-5p,PARD3
hsa-miR-106b-5p,PARD3
hsa-miR-17-5p,PARD3
hsa-miR-20a-5p,PARD3
hsa-miR-20b-5p,PARD3
hsa-miR-218-5p,PARD3
hsa-miR-302b-3p,PARD3
hsa-miR-302d-3p,PARD3
hsa-miR-372-3p,PARD3
hsa-miR-483-3p,PARD3
hsa-miR-5001-3p,PARD3
hsa-miR-519d-3p,PARD3
hsa-miR-520d-3p,PARD3
hsa-miR-520e,PARD3
hsa-miR-520h,PARD3
hsa-miR-766-3p,PARD3
hsa-miR-93-5p,PARD3
hsa-miR-155-5p,PDCD4
hsa-miR-15a-5p,PDCD4
hsa-miR-15b-5p,PDCD4
hsa-miR-16-5p,PDCD4
hsa-miR-197-3p,PDCD4
hsa-miR-21-5p,PDCD4
hsa-miR-218-5p,PDCD4
hsa-miR-520d-5p,PDCD4
hsa-miR-548ah-3p,PDCD4
hsa-miR-548j-3p,PDCD4
hsa-miR-590-5p,PDCD4
hsa-let-7d-5p,PDGFA
hsa-miR-221-3p,PDGFA
hsa-miR-29b-3p,PDGFA
hsa-miR-29b-3p,PDGFC
hsa-miR-145-5p,PDGFD
hsa-miR-21-5p,PDGFD
hsa-let-7b-5p,PDGFRA
hsa-miR-105-5p,PDGFRA
hsa-miR-130a-3p,PDGFRA
hsa-miR-143-3p,PDGFRA
hsa-miR-181a-5p,PDGFRA
hsa-miR-218-5p,PDGFRA
hsa-miR-26b-5p,PDGFRA
hsa-miR-29b-3p,PDGFRA
hsa-miR-34a-5p,PDGFRA
hsa-miR-455-3p,PDGFRA
hsa-miR-544a,PDGFRA
hsa-miR-548ah-3p,PDGFRA
hsa-miR-548j-3p,PDGFRA
hsa-miR-29a-3p,PDGFRB
hsa-miR-29b-3p,PDGFRB
hsa-miR-29c-3p,PDGFRB
hsa-miR-30b-5p,PDGFRB
hsa-miR-34a-5p,PDGFRB
hsa-miR-148b-3p,PIK3CA
hsa-miR-155-5p,PIK3CA
hsa-miR-17-5p,PIK3CA
hsa-miR-125b-5p,PIK3CD
hsa-miR-30a-5p,PIK3CD
hsa-miR-10a-5p,PIK3CG
hsa-miR-142-3p,PIK3CG
hsa-miR-148b-3p,PIK3CG
hsa-miR-26b-5p,PIK3CG
hsa-miR-27a-3p,PIK3CG
hsa-miR-29b-3p,PIK3CG
hsa-miR-329-3p,PIK3CG
hsa-miR-410-3p,PIK3CG
hsa-miR-548a-3p,PIK3CG
hsa-miR-548e-3p,PIK3CG
hsa-miR-548g-3p,PIK3CG
hsa-miR-603,PIK3CG
hsa-let-7a-5p,PIK3R1
hsa-miR-103a-3p,PIK3R1
hsa-miR-107,PIK3R1
hsa-miR-155-5p,PIK3R1
hsa-miR-15a-5p,PIK3R1
hsa-miR-15b-5p,PIK3R1
hsa-miR-16-5p,PIK3R1
hsa-miR-21-5p,PIK3R1
hsa-miR-221-3p,PIK3R1
hsa-miR-29a-3p,PIK3R1
hsa-miR-29b-3p,PIK3R1
hsa-miR-329-3p,PIK3R1
hsa-miR-376a-3p,PIK3R1
hsa-miR-424-5p,PIK3R1
hsa-miR-448,PIK3R1
hsa-miR-455-5p,PIK3R1
hsa-miR-503-5p,PIK3R1
hsa-miR-603,PIK3R1
hsa-miR-612,PIK3R1
hsa-miR-6721-5p,PIK3R1
hsa-miR-30c-5p,PIK3R2
hsa-miR-93-5p,PIK3R2
hsa-miR-19a-3p,PIK3R3
hsa-miR-19b-3p,PIK3R3
hsa-miR-331-3p,PIK3R3
hsa-miR-125b-5p,PPP1CA
hsa-miR-17-5p,PPP1CA
hsa-miR-100-5p,PPP1CB
hsa-miR-15b-5p,PPP1CB
hsa-miR-18a-5p,PPP1CB
hsa-miR-2117,PPP1CB
hsa-miR-23b-3p,PPP1CB
hsa-miR-323a-3p,PPP1CB
hsa-miR-505-3p,PPP1CB
hsa-miR-542-5p,PPP1CB
hsa-miR-548aa,PPP1CB
hsa-miR-548t-3p,PPP1CB
hsa-miR-92b-3p,PPP1CB
hsa-miR-99b-5p,PPP1CB
hsa-miR-1253,PPP1CC
hsa-miR-154-5p,PPP1CC
hsa-miR-15b-5p,PPP1CC
hsa-miR-185-5p,PPP1CC
hsa-miR-218-5p,PPP1CC
hsa-miR-26a-5p,PPP1CC
hsa-miR-26b-5p,PPP1CC
hsa-miR-302a-5p,PPP1CC
hsa-miR-30a-5p,PPP1CC
hsa-miR-323a-3p,PPP1CC
hsa-miR-493-3p,PPP1CC
hsa-miR-494-3p,PPP1CC
hsa-miR-92a-3p,PPP1CC
hsa-miR-940,PPP1CC
hsa-miR-10a-5p,PPP1R12A
hsa-miR-30a-5p,PPP1R12A
hsa-miR-30b-5p,PPP1R12A
hsa-miR-30c-5p,PPP1R12A
hsa-miR-30d-5p,PPP1R12A
hsa-miR-30e-5p,PPP1R12A
hsa-miR-448,PPP1R12A
hsa-miR-518d-5p,PPP1R12A
hsa-miR-518e-5p,PPP1R12A
hsa-miR-519a-5p,PPP1R12A
hsa-miR-519b-5p,PPP1R12A
hsa-miR-519c-5p,PPP1R12A
hsa-miR-520c-5p,PPP1R12A
hsa-miR-522-5p,PPP1R12A
hsa-miR-523-5p,PPP1R12A
hsa-miR-526a,PPP1R12A
hsa-miR-103a-3p,PPP2CA
hsa-miR-107,PPP2CA
hsa-miR-125a-5p,PPP2CA
hsa-miR-125b-5p,PPP2CA
hsa-miR-197-3p,PPP2CA
hsa-miR-518d-5p,PPP2CA
hsa-miR-518e-5p,PPP2CA
hsa-miR-519a-5p,PPP2CA
hsa-miR-519b-5p,PPP2CA
hsa-miR-519c-5p,PPP2CA
hsa-miR-520c-5p,PPP2CA
hsa-miR-522-3p,PPP2CA
hsa-miR-522-5p,PPP2CA
hsa-miR-523-5p,PPP2CA
hsa-miR-526a,PPP2CA
hsa-miR-548av-3p,PPP2CA
hsa-miR-548g-3p,PPP2CA
hsa-miR-216b-5p,PPP2CB
hsa-miR-218-5p,PPP2CB
hsa-miR-549a,PPP2CB
hsa-let-7e-5p,PPP2R1A
hsa-miR-106a-5p,PPP2R1A
hsa-miR-1279,PPP2R1A
hsa-miR-16-5p,PPP2R1A
hsa-miR-17-5p,PPP2R1A
hsa-miR-20a-5p,PPP2R1A
hsa-miR-222-3p,PPP2R1A
hsa-miR-92a-3p,PPP2R1A
hsa-miR-16-5p,PPP2R1B
hsa-miR-185-5p,PPP2R1B
hsa-miR-208a-5p,PPP2R1B
hsa-miR-30a-5p,PPP2R1B
hsa-miR-30b-5p,PPP2R1B
hsa-miR-30c-5p,PPP2R1B
hsa-miR-30d-5p,PPP2R1B
hsa-miR-30e-5p,PPP2R1B
hsa-miR-411-3p,PPP2R1B
hsa-miR-423-3p,PPP2R1B
hsa-miR-574-5p,PPP2R1B
hsa-miR-576-5p,PPP2R1B
hsa-miR-579-3p,PPP2R1B
hsa-let-7a-5p,PPP2R2A
hsa-let-7b-5p,PPP2R2A
hsa-let-7c-5p,PPP2R2A
hsa-let-7d-5p,PPP2R2A
hsa-let-7e-5p,PPP2R2A
hsa-let-7f-5p,PPP2R2A
hsa-let-7g-5p,PPP2R2A
hsa-let-7i-5p,PPP2R2A
hsa-miR-154-5p,PPP2R2A
hsa-miR-155-5p,PPP2R2A
hsa-miR-218-5p,PPP2R2A
hsa-miR-222-3p,PPP2R2A
hsa-miR-26b-5p,PPP2R2A
hsa-miR-30a-5p,PPP2R2A
hsa-miR-31-5p,PPP2R2A
hsa-miR-3202,PPP2R2A
hsa-miR-409-3p,PPP2R2A
hsa-miR-548aa,PPP2R2A
hsa-miR-548t-3p,PPP2R2A
hsa-miR-92a-3p,PPP2R2A
hsa-miR-98-5p,PPP2R2A
hsa-miR-1268a,PRKCA
hsa-miR-218-5p,PRKCA
hsa-miR-24-3p,PRKCA
hsa-miR-371b-5p,PRKCA
hsa-miR-505-3p,PRKCA
hsa-miR-5196-3p,PRKCA
hsa-miR-585-3p,PRKCA
hsa-miR-92a-3p,PRKCA
hsa-miR-106a-5p,PRKCB
hsa-miR-106b-5p,PRKCB
hsa-miR-17-5p,PRKCB
hsa-miR-20a-5p,PRKCB
hsa-miR-20b-5p,PRKCB
hsa-miR-300,PRKCB
hsa-miR-381-3p,PRKCB
hsa-miR-4455,PRKCB
hsa-miR-519d-3p,PRKCB
hsa-miR-520a-5p,PRKCB
hsa-miR-548ah-5p,PRKCB
hsa-miR-574-5p,PRKCB
hsa-miR-890,PRKCB
hsa-miR-93-5p,PRKCB
hsa-miR-15a-5p,PRKCD
hsa-miR-15b-5p,PRKCD
hsa-miR-16-5p,PRKCD
hsa-miR-181a-5p,PRKCD
hsa-miR-181b-5p,PRKCD
hsa-miR-181d-5p,PRKCD
hsa-miR-26a-5p,PRKCD
hsa-miR-26b-5p,PRKCD
hsa-miR-374a-5p,PRKCD
hsa-miR-374b-5p,PRKCD
hsa-miR-410-3p,PRKCD
hsa-miR-484,PRKCD
hsa-miR-654-3p,PRKCD
hsa-miR-155-5p,PRKCI
hsa-miR-3613-3p,PRKCI
hsa-miR-93-5p,PRKCI
hsa-miR-155-5p,PSEN1
hsa-miR-103a-3p,PTEN
hsa-miR-105-5p,PTEN
hsa-miR-106a-5p,PTEN
hsa-miR-106b-5p,PTEN
hsa-miR-107,PTEN
hsa-miR-10a-5p,PTEN
hsa-miR-128-3p,PTEN
hsa-miR-141-3p,PTEN
hsa-miR-17-5p,PTEN
hsa-miR-181b-5p,PTEN
hsa-miR-18a-5p,PTEN
hsa-miR-19a-3p,PTEN
hsa-miR-19b-3p,PTEN
hsa-miR-20a-5p,PTEN
hsa-miR-20b-5p,PTEN
hsa-miR-214-3p,PTEN
hsa-miR-21-5p,PTEN
hsa-miR-216b-3p,PTEN
hsa-miR-217,PTEN
hsa-miR-221-3p,PTEN
hsa-miR-222-3p,PTEN
hsa-miR-22-3p,PTEN
hsa-miR-23a-3p,PTEN
hsa-miR-23b-3p,PTEN
hsa-miR-25-3p,PTEN
hsa-miR-26a-5p,PTEN
hsa-miR-26b-5p,PTEN
hsa-miR-29a-3p,PTEN
hsa-miR-29b-3p,PTEN
hsa-miR-29c-3p,PTEN
hsa-miR-301a-3p,PTEN
hsa-miR-3144-3p,PTEN
hsa-miR-377-3p,PTEN
hsa-miR-382-5p,PTEN
hsa-miR-492,PTEN
hsa-miR-494-3p,PTEN
hsa-miR-519a-3p,PTEN
hsa-miR-519d-3p,PTEN
hsa-miR-520d-5p,PTEN
hsa-miR-543,PTEN
hsa-miR-548av-3p,PTEN
hsa-miR-548h-3p,PTEN
hsa-miR-548z,PTEN
hsa-miR-603,PTEN
hsa-miR-92a-3p,PTEN
hsa-miR-92b-3p,PTEN
hsa-miR-93-5p,PTEN
hsa-let-7c-5p,PTK2
hsa-let-7e-5p,PTK2
hsa-miR-193a-3p,PTK2
hsa-miR-21-5p,PTK2
hsa-miR-543,PTK2
hsa-miR-221-3p,PXN
hsa-miR-92a-3p,PXN
hsa-let-7a-5p,RAB13
hsa-miR-193b-5p,RAB13
hsa-miR-19a-3p,RAB13
hsa-miR-371b-5p,RAB13
hsa-miR-411-5p,RAB13
hsa-miR-122-5p,RAC1
hsa-miR-136-5p,RAC1
hsa-miR-142-3p,RAC1
hsa-miR-146a-5p,RAC1
hsa-miR-155-5p,RAC1
hsa-miR-194-5p,RAC1
hsa-miR-300,RAC1
hsa-miR-30c-5p,RAC1
hsa-miR-361-5p,RAC1
hsa-miR-365a-3p,RAC1
hsa-miR-365b-3p,RAC1
hsa-miR-374a-5p,RAC1
hsa-miR-374b-5p,RAC1
hsa-miR-381-3p,RAC1
hsa-miR-483-3p,RAC1
hsa-miR-570-3p,RAC1
hsa-miR-574-3p,RAC1
hsa-miR-576-5p,RAC1
